일시,일시,기온(°C),습도(%),tem_in_loc1,hum_in_loc1,tem_coil_loc1,cond_loc1
2018-07-31 12:40:00,2018-07-31 12:40:00,34.5,47.5,35.73,43.59,33.72,0.0
2018-07-31 12:50:00,2018-07-31 12:50:00,34.5,47.0,35.73,43.32,33.64,0.0
2018-07-31 13:00:00,2018-07-31 13:00:00,34.4,46.1,35.95,41.91,33.87,0.0
2018-07-31 13:10:00,2018-07-31 13:10:00,34.7,46.3,36.01,41.94,33.99,0.0
2018-07-31 13:20:00,2018-07-31 13:20:00,34.8,45.3,36.1,41.67,33.79,0.0
2018-07-31 13:30:00,2018-07-31 13:30:00,34.8,47.2,36.19,41.12,33.87,0.0
2018-07-31 13:40:00,2018-07-31 13:40:00,35.1,47.5,36.34,40.75,33.87,0.0
2018-07-31 13:50:00,2018-07-31 13:50:00,35.0,44.9,36.43,40.2,33.91,0.0
2018-07-31 14:00:00,2018-07-31 14:00:00,35.6,44.8,36.43,40.38,33.91,0.0
2018-07-31 14:10:00,2018-07-31 14:10:00,35.7,45.3,36.5,40.14,34.02,0.0
2018-07-31 14:20:00,2018-07-31 14:20:00,35.5,46.5,36.62,39.87,33.95,0.0
2018-07-31 14:30:00,2018-07-31 14:30:00,35.8,47.0,36.68,39.62,34.06,0.0
2018-07-31 14:40:00,2018-07-31 14:40:00,35.3,46.7,36.71,39.62,34.06,0.0
2018-07-31 14:50:00,2018-07-31 14:50:00,35.7,47.4,36.65,40.6,33.91,0.0
2018-07-31 15:00:00,2018-07-31 15:00:00,35.9,46.4,36.4,41.45,34.1,0.0
2018-07-31 15:10:00,2018-07-31 15:10:00,35.3,47.1,36.25,41.03,34.06,0.0
2018-07-31 15:20:00,2018-07-31 15:20:00,34.8,49.4,36.28,42.06,34.02,0.0
2018-07-31 15:30:00,2018-07-31 15:30:00,35.3,47.9,36.31,42.52,34.02,0.0
2018-07-31 15:40:00,2018-07-31 15:40:00,35.3,49.0,36.4,42.49,34.06,0.0
2018-07-31 15:50:00,2018-07-31 15:50:00,35.4,50.2,36.37,42.58,34.18,0.0
2018-07-31 16:00:00,2018-07-31 16:00:00,33.4,55.2,36.37,42.86,34.21,0.0
2018-07-31 16:10:00,2018-07-31 16:10:00,33.9,54.4,36.62,42.16,34.4,0.0
2018-07-31 16:20:00,2018-07-31 16:20:00,34.0,54.8,36.43,42.31,34.29,0.0
2018-07-31 16:30:00,2018-07-31 16:30:00,33.8,54.7,36.56,40.96,34.33,0.0
2018-07-31 16:40:00,2018-07-31 16:40:00,33.8,55.9,36.56,41.03,34.48,0.0
2018-07-31 16:50:00,2018-07-31 16:50:00,33.8,55.1,36.5,41.45,34.4,0.0
2018-07-31 17:00:00,2018-07-31 17:00:00,33.4,54.7,36.47,41.12,34.4,0.0
2018-07-31 17:10:00,2018-07-31 17:10:00,33.4,54.1,36.37,41.48,34.56,0.0
2018-07-31 17:20:00,2018-07-31 17:20:00,33.1,53.4,36.25,41.73,34.48,0.0
2018-07-31 17:30:00,2018-07-31 17:30:00,33.0,52.9,36.19,42.06,34.4,0.0
2018-07-31 17:40:00,2018-07-31 17:40:00,32.7,55.1,36.1,42.16,34.6,0.0
2018-07-31 17:50:00,2018-07-31 17:50:00,32.7,55.9,36.01,42.55,34.33,0.0
2018-07-31 18:00:00,2018-07-31 18:00:00,32.5,56.1,35.92,42.98,34.33,0.0
2018-07-31 18:10:00,2018-07-31 18:10:00,32.3,57.6,35.82,43.28,34.29,0.0
2018-07-31 18:20:00,2018-07-31 18:20:00,32.0,59.6,35.82,43.8,34.29,0.0
2018-07-31 18:30:00,2018-07-31 18:30:00,31.7,61.9,35.73,43.86,34.33,0.0
2018-07-31 18:40:00,2018-07-31 18:40:00,31.3,64.0,35.49,43.93,34.29,0.0
2018-07-31 18:50:00,2018-07-31 18:50:00,30.9,64.8,35.21,44.35,34.14,0.0
2018-07-31 19:00:00,2018-07-31 19:00:00,30.6,66.0,35.09,44.69,34.1,0.0
2018-07-31 19:10:00,2018-07-31 19:10:00,30.1,68.0,34.82,45.3,33.99,0.0
2018-07-31 19:20:00,2018-07-31 19:20:00,29.9,68.4,34.73,45.91,34.02,0.0
2018-07-31 19:30:00,2018-07-31 19:30:00,29.6,68.6,34.54,46.46,34.02,0.0
2018-07-31 19:40:00,2018-07-31 19:40:00,29.3,69.8,34.42,46.73,33.91,0.0
2018-07-31 19:50:00,2018-07-31 19:50:00,29.2,71.6,34.21,47.1,33.87,0.0
2018-07-31 20:00:00,2018-07-31 20:00:00,28.7,73.9,34.05,47.53,33.76,0.0
2018-07-31 20:10:00,2018-07-31 20:10:00,28.5,75.4,34.05,47.68,33.72,0.0
2018-07-31 20:20:00,2018-07-31 20:20:00,28.1,79.0,33.9,47.83,33.6,0.0
2018-07-31 20:30:00,2018-07-31 20:30:00,28.2,70.0,33.78,47.89,33.68,0.0
2018-07-31 20:40:00,2018-07-31 20:40:00,28.0,70.1,33.78,48.11,33.53,0.0
2018-07-31 20:50:00,2018-07-31 20:50:00,27.8,69.3,33.57,48.75,33.49,0.0
2018-07-31 21:00:00,2018-07-31 21:00:00,27.6,69.1,33.44,48.9,33.49,0.0
2018-07-31 21:10:00,2018-07-31 21:10:00,27.4,69.6,33.53,48.99,33.53,0.0
2018-07-31 21:20:00,2018-07-31 21:20:00,26.8,73.0,33.57,49.21,33.53,0.0
2018-07-31 21:30:00,2018-07-31 21:30:00,27.0,71.7,33.5,49.36,33.53,0.0
2018-07-31 21:40:00,2018-07-31 21:40:00,27.0,71.7,33.41,49.88,33.53,0.0
2018-07-31 21:50:00,2018-07-31 21:50:00,26.8,73.1,33.35,50.52,33.41,0.0
2018-07-31 22:00:00,2018-07-31 22:00:00,26.6,74.9,33.32,51.19,33.37,0.0
2018-07-31 22:10:00,2018-07-31 22:10:00,26.4,77.5,33.38,51.47,33.41,0.0
2018-07-31 22:20:00,2018-07-31 22:20:00,26.3,78.1,33.41,52.41,33.45,0.0
2018-07-31 22:30:00,2018-07-31 22:30:00,26.2,80.0,33.41,52.84,33.45,0.0
2018-07-31 22:40:00,2018-07-31 22:40:00,26.2,83.1,33.41,53.94,33.45,0.0
2018-07-31 22:50:00,2018-07-31 22:50:00,26.0,83.9,33.38,54.52,33.41,0.0
2018-07-31 23:00:00,2018-07-31 23:00:00,26.1,84.9,33.41,55.1,33.53,0.0
2018-07-31 23:10:00,2018-07-31 23:10:00,26.4,84.7,33.47,55.28,33.45,0.0
2018-07-31 23:20:00,2018-07-31 23:20:00,26.5,85.9,33.5,55.65,33.49,0.0
2018-07-31 23:30:00,2018-07-31 23:30:00,26.0,87.9,33.47,55.92,33.45,0.0
2018-07-31 23:40:00,2018-07-31 23:40:00,26.4,87.5,33.47,56.32,33.53,0.0
2018-07-31 23:50:00,2018-07-31 23:50:00,26.3,89.0,33.57,55.98,33.49,0.0
2018-08-01 00:00:00,2018-08-01 00:00:00,26.3,90.0,33.5,56.32,33.49,0.0
2018-08-01 00:10:00,2018-08-01 00:10:00,26.3,90.2,33.6,56.59,33.57,0.0
2018-08-01 00:20:00,2018-08-01 00:20:00,26.2,90.8,33.5,56.53,33.45,0.0
2018-08-01 00:30:00,2018-08-01 00:30:00,26.0,92.0,33.5,56.14,33.49,0.0
2018-08-01 00:40:00,2018-08-01 00:40:00,26.0,92.8,33.47,57.02,33.41,0.0
2018-08-01 00:50:00,2018-08-01 00:50:00,25.9,93.0,33.47,57.48,33.41,0.0
2018-08-01 01:00:00,2018-08-01 01:00:00,25.7,93.4,33.44,58.18,33.45,0.0
2018-08-01 01:10:00,2018-08-01 01:10:00,26.1,93.3,33.47,58.64,33.41,0.0
2018-08-01 01:20:00,2018-08-01 01:20:00,25.8,93.4,33.44,58.49,33.45,0.0
2018-08-01 01:30:00,2018-08-01 01:30:00,25.6,93.4,33.47,59.0,33.41,0.0
2018-08-01 01:40:00,2018-08-01 01:40:00,25.7,93.4,33.38,59.25,33.41,0.0
2018-08-01 01:50:00,2018-08-01 01:50:00,25.6,93.4,33.41,57.54,33.37,0.0
2018-08-01 02:00:00,2018-08-01 02:00:00,25.7,93.4,33.35,57.63,33.41,0.0
2018-08-01 02:10:00,2018-08-01 02:10:00,25.9,93.4,33.23,57.57,33.26,0.0
2018-08-01 02:20:00,2018-08-01 02:20:00,25.8,93.4,33.17,57.63,33.34,0.0
2018-08-01 02:30:00,2018-08-01 02:30:00,25.8,93.4,33.11,57.66,33.3,0.0
2018-08-01 02:40:00,2018-08-01 02:40:00,25.7,93.4,32.95,58.24,33.22,0.0
2018-08-01 02:50:00,2018-08-01 02:50:00,25.6,93.4,32.89,58.39,33.18,0.0
2018-08-01 03:00:00,2018-08-01 03:00:00,25.4,93.4,32.74,58.94,33.3,0.0
2018-08-01 03:10:00,2018-08-01 03:10:00,25.4,93.4,32.71,59.22,33.07,0.0
2018-08-01 03:20:00,2018-08-01 03:20:00,25.5,93.4,32.71,59.34,33.11,0.0
2018-08-01 03:30:00,2018-08-01 03:30:00,25.3,93.4,32.65,59.65,33.15,0.0
2018-08-01 03:40:00,2018-08-01 03:40:00,25.2,93.4,32.59,59.83,33.07,0.0
2018-08-01 03:50:00,2018-08-01 03:50:00,25.3,93.4,32.5,60.07,33.18,0.0
2018-08-01 04:00:00,2018-08-01 04:00:00,25.2,93.4,32.53,59.92,32.99,0.0
2018-08-01 04:10:00,2018-08-01 04:10:00,25.0,93.4,32.53,59.98,32.99,0.0
2018-08-01 04:20:00,2018-08-01 04:20:00,25.0,93.4,32.47,60.01,33.15,0.0
2018-08-01 04:30:00,2018-08-01 04:30:00,25.1,93.4,32.47,60.1,32.95,0.0
2018-08-01 04:40:00,2018-08-01 04:40:00,24.9,93.4,32.44,59.98,33.07,0.0
2018-08-01 04:50:00,2018-08-01 04:50:00,25.1,93.4,32.44,60.16,33.03,0.0
2018-08-01 05:00:00,2018-08-01 05:00:00,25.1,93.4,32.37,60.68,32.95,0.0
2018-08-01 05:10:00,2018-08-01 05:10:00,24.7,93.4,32.34,60.9,32.95,0.0
2018-08-01 05:20:00,2018-08-01 05:20:00,24.6,93.4,32.22,61.2,32.95,0.0
2018-08-01 05:30:00,2018-08-01 05:30:00,24.7,93.4,32.19,61.75,32.76,0.0
2018-08-01 05:40:00,2018-08-01 05:40:00,24.7,93.4,32.13,62.03,32.84,0.0
2018-08-01 05:50:00,2018-08-01 05:50:00,24.9,93.4,32.04,61.94,32.84,0.0
2018-08-01 06:00:00,2018-08-01 06:00:00,25.1,93.4,31.95,62.03,32.76,0.0
2018-08-01 06:10:00,2018-08-01 06:10:00,25.2,93.4,31.86,61.94,32.88,0.0
2018-08-01 06:20:00,2018-08-01 06:20:00,25.0,93.4,31.86,62.03,33.03,0.0
2018-08-01 06:30:00,2018-08-01 06:30:00,25.5,93.4,31.83,62.45,32.76,0.0
2018-08-01 06:40:00,2018-08-01 06:40:00,25.8,93.4,31.79,62.76,32.69,0.0
2018-08-01 06:50:00,2018-08-01 06:50:00,26.6,93.4,31.76,63.03,32.69,0.0
2018-08-01 07:00:00,2018-08-01 07:00:00,27.0,93.4,31.79,62.76,32.8,0.0
2018-08-01 07:10:00,2018-08-01 07:10:00,27.6,92.5,31.73,62.94,32.73,0.0
2018-08-01 07:20:00,2018-08-01 07:20:00,28.0,91.3,31.76,63.03,32.69,0.0
2018-08-01 07:30:00,2018-08-01 07:30:00,28.4,89.7,31.83,63.19,32.84,0.0
2018-08-01 07:40:00,2018-08-01 07:40:00,28.3,87.7,31.92,63.28,32.69,0.0
2018-08-01 07:50:00,2018-08-01 07:50:00,28.8,86.3,31.95,63.22,32.69,0.0
2018-08-01 08:00:00,2018-08-01 08:00:00,29.3,84.1,32.07,62.91,32.76,0.0
2018-08-01 08:10:00,2018-08-01 08:10:00,29.5,83.5,32.13,62.88,32.73,0.0
2018-08-01 08:20:00,2018-08-01 08:20:00,29.8,81.3,32.28,62.58,32.84,0.0
2018-08-01 08:30:00,2018-08-01 08:30:00,30.5,78.5,32.37,62.24,32.76,0.0
2018-08-01 08:40:00,2018-08-01 08:40:00,30.5,76.0,32.5,62.0,32.76,0.0
2018-08-01 08:50:00,2018-08-01 08:50:00,30.8,74.6,32.62,61.66,32.8,0.0
2018-08-01 09:00:00,2018-08-01 09:00:00,31.4,74.0,32.74,61.05,32.8,0.0
2018-08-01 09:10:00,2018-08-01 09:10:00,31.6,74.2,32.92,60.71,33.03,0.0
2018-08-01 09:20:00,2018-08-01 09:20:00,32.0,74.1,33.08,60.01,32.99,0.0
2018-08-01 09:30:00,2018-08-01 09:30:00,32.3,72.5,33.2,59.52,32.99,0.0
2018-08-01 09:40:00,2018-08-01 09:40:00,32.3,75.4,33.32,59.25,32.95,0.0
2018-08-01 09:50:00,2018-08-01 09:50:00,31.9,78.2,33.41,58.64,32.95,0.0
2018-08-01 10:00:00,2018-08-01 10:00:00,32.7,77.7,33.57,58.3,32.99,0.0
2018-08-01 10:10:00,2018-08-01 10:10:00,33.1,76.1,33.69,57.94,33.11,0.0
2018-08-01 10:20:00,2018-08-01 10:20:00,33.3,68.9,33.87,57.36,33.03,0.0
2018-08-01 10:30:00,2018-08-01 10:30:00,33.7,70.0,33.99,56.9,33.22,0.0
2018-08-01 10:40:00,2018-08-01 10:40:00,33.7,70.4,34.15,56.29,33.15,0.0
2018-08-01 10:50:00,2018-08-01 10:50:00,34.0,68.4,34.24,55.65,33.15,0.0
2018-08-01 11:00:00,2018-08-01 11:00:00,34.3,68.0,34.45,54.64,33.18,0.0
2018-08-01 11:10:00,2018-08-01 11:10:00,34.6,67.9,34.57,53.48,33.26,0.0
2018-08-01 11:20:00,2018-08-01 11:20:00,34.3,68.5,34.79,52.72,33.41,0.0
2018-08-01 11:30:00,2018-08-01 11:30:00,34.7,68.0,34.94,51.59,33.34,0.0
2018-08-01 11:40:00,2018-08-01 11:40:00,34.9,63.6,35.12,51.01,33.49,0.0
2018-08-01 11:50:00,2018-08-01 11:50:00,34.6,62.6,35.27,50.58,33.41,0.0
2018-08-01 12:00:00,2018-08-01 12:00:00,35.2,58.8,35.4,49.82,33.45,0.0
2018-08-01 12:10:00,2018-08-01 12:10:00,34.9,57.4,35.58,49.02,33.53,0.0
2018-08-01 12:20:00,2018-08-01 12:20:00,35.2,50.7,35.67,49.11,33.6,0.0
2018-08-01 12:30:00,2018-08-01 12:30:00,35.8,49.4,35.76,48.75,33.6,0.0
2018-08-01 12:40:00,2018-08-01 12:40:00,35.6,49.6,35.89,48.29,33.6,0.0
2018-08-01 12:50:00,2018-08-01 12:50:00,35.9,46.6,36.01,47.95,33.6,0.0
2018-08-01 13:00:00,2018-08-01 13:00:00,36.1,49.7,36.1,47.65,33.68,0.0
2018-08-01 13:10:00,2018-08-01 13:10:00,36.0,48.8,36.01,48.02,33.64,0.0
2018-08-01 13:20:00,2018-08-01 13:20:00,36.0,47.3,36.13,48.14,33.79,0.0
2018-08-01 13:30:00,2018-08-01 13:30:00,36.0,46.6,36.25,47.86,33.76,0.0
2018-08-01 13:40:00,2018-08-01 13:40:00,36.5,43.9,36.16,48.57,33.79,0.0
2018-08-01 13:50:00,2018-08-01 13:50:00,36.1,48.5,36.28,49.24,33.79,0.0
2018-08-01 14:00:00,2018-08-01 14:00:00,35.9,47.8,36.43,49.27,33.91,0.0
2018-08-01 14:10:00,2018-08-01 14:10:00,36.3,47.7,36.47,49.18,33.99,0.0
2018-08-01 14:20:00,2018-08-01 14:20:00,36.2,51.1,36.47,48.63,34.06,0.0
2018-08-01 14:30:00,2018-08-01 14:30:00,36.1,53.8,36.53,48.72,34.02,0.0
2018-08-01 14:40:00,2018-08-01 14:40:00,36.3,52.7,36.53,48.75,34.06,0.0
2018-08-01 14:50:00,2018-08-01 14:50:00,35.8,52.6,36.56,49.18,34.21,0.0
2018-08-01 15:00:00,2018-08-01 15:00:00,36.1,53.8,36.53,47.92,34.37,0.0
2018-08-01 15:10:00,2018-08-01 15:10:00,35.7,53.0,36.74,45.88,34.21,0.0
2018-08-01 15:20:00,2018-08-01 15:20:00,36.0,51.8,36.65,45.36,34.37,0.0
2018-08-01 15:30:00,2018-08-01 15:30:00,35.8,52.4,36.59,45.51,34.25,0.0
2018-08-01 15:40:00,2018-08-01 15:40:00,35.7,53.2,36.62,44.9,34.29,0.0
2018-08-01 15:50:00,2018-08-01 15:50:00,35.6,50.9,36.43,46.0,34.29,0.0
2018-08-01 16:00:00,2018-08-01 16:00:00,34.8,56.7,36.4,46.0,34.25,0.0
2018-08-01 16:10:00,2018-08-01 16:10:00,35.3,58.2,36.59,45.15,34.29,0.0
2018-08-01 16:20:00,2018-08-01 16:20:00,34.3,57.0,36.53,45.57,34.48,0.0
2018-08-01 16:30:00,2018-08-01 16:30:00,34.3,56.0,36.65,45.51,34.48,0.0
2018-08-01 16:40:00,2018-08-01 16:40:00,34.0,57.5,36.68,45.21,34.48,0.0
2018-08-01 16:50:00,2018-08-01 16:50:00,34.3,57.8,36.43,46.46,34.52,0.0
2018-08-01 17:00:00,2018-08-01 17:00:00,33.8,56.9,36.47,45.94,34.52,0.0
2018-08-01 17:10:00,2018-08-01 17:10:00,33.8,55.5,36.53,45.6,34.4,0.0
2018-08-01 17:20:00,2018-08-01 17:20:00,33.4,54.0,36.62,45.88,34.4,0.0
2018-08-01 17:30:00,2018-08-01 17:30:00,33.4,55.4,36.62,45.82,34.6,0.0
2018-08-01 17:40:00,2018-08-01 17:40:00,33.2,55.3,36.62,45.6,34.56,0.0
2018-08-01 17:50:00,2018-08-01 17:50:00,33.0,57.4,36.43,45.94,34.6,0.0
2018-08-01 18:00:00,2018-08-01 18:00:00,32.8,60.3,36.28,46.46,34.52,0.0
2018-08-01 18:10:00,2018-08-01 18:10:00,32.4,61.6,36.1,47.04,34.56,0.0
2018-08-01 18:20:00,2018-08-01 18:20:00,32.0,65.0,36.01,47.56,34.4,0.0
2018-08-01 18:30:00,2018-08-01 18:30:00,31.6,66.5,35.85,47.77,34.29,0.0
2018-08-01 18:40:00,2018-08-01 18:40:00,30.9,68.5,35.82,47.77,34.29,0.0
2018-08-01 18:50:00,2018-08-01 18:50:00,30.6,71.4,35.55,48.11,34.25,0.0
2018-08-01 19:00:00,2018-08-01 19:00:00,30.3,72.6,35.34,48.78,34.18,0.0
2018-08-01 19:10:00,2018-08-01 19:10:00,30.1,74.5,35.24,49.21,34.56,0.0
2018-08-01 19:20:00,2018-08-01 19:20:00,29.7,75.3,35.21,49.21,34.25,0.0
2018-08-01 19:30:00,2018-08-01 19:30:00,29.6,75.7,35.09,49.66,34.06,0.0
2018-08-01 19:40:00,2018-08-01 19:40:00,29.2,78.1,34.88,50.31,33.95,0.0
2018-08-01 19:50:00,2018-08-01 19:50:00,29.0,80.3,34.73,50.64,33.95,0.0
2018-08-01 20:00:00,2018-08-01 20:00:00,29.0,79.7,34.66,50.7,33.87,0.0
2018-08-01 20:10:00,2018-08-01 20:10:00,29.0,80.9,34.51,50.98,33.79,0.0
2018-08-01 20:20:00,2018-08-01 20:20:00,28.7,83.1,34.3,51.31,33.83,0.0
2018-08-01 20:30:00,2018-08-01 20:30:00,28.8,82.7,34.24,51.4,33.83,0.0
2018-08-01 20:40:00,2018-08-01 20:40:00,28.2,85.1,34.18,51.92,33.72,0.0
2018-08-01 20:50:00,2018-08-01 20:50:00,27.9,87.3,34.15,52.23,33.87,0.0
2018-08-01 21:00:00,2018-08-01 21:00:00,27.7,88.3,34.11,51.89,33.76,0.0
2018-08-01 21:10:00,2018-08-01 21:10:00,27.6,89.1,34.11,51.62,33.76,0.0
2018-08-01 21:20:00,2018-08-01 21:20:00,27.6,89.1,34.08,51.34,33.72,0.0
2018-08-01 21:30:00,2018-08-01 21:30:00,27.7,88.2,34.15,51.43,33.76,0.0
2018-08-01 21:40:00,2018-08-01 21:40:00,27.2,91.5,34.05,51.53,33.79,0.0
2018-08-01 21:50:00,2018-08-01 21:50:00,27.1,93.4,33.99,51.95,33.72,0.0
2018-08-01 22:00:00,2018-08-01 22:00:00,27.1,93.4,33.99,52.56,33.83,0.0
2018-08-01 22:10:00,2018-08-01 22:10:00,27.0,93.4,33.99,52.47,33.68,0.0
2018-08-01 22:20:00,2018-08-01 22:20:00,26.9,93.4,33.96,52.29,33.76,0.0
2018-08-01 22:30:00,2018-08-01 22:30:00,27.0,92.8,34.02,52.23,33.72,0.0
2018-08-01 22:40:00,2018-08-01 22:40:00,26.8,93.1,33.99,52.44,33.76,0.0
2018-08-01 22:50:00,2018-08-01 22:50:00,26.7,92.8,33.9,52.66,33.79,0.0
2018-08-01 23:00:00,2018-08-01 23:00:00,27.0,90.1,33.96,52.44,33.72,0.0
2018-08-01 23:10:00,2018-08-01 23:10:00,26.8,91.1,33.99,52.53,33.76,0.0
2018-08-01 23:20:00,2018-08-01 23:20:00,26.5,92.8,34.08,52.14,33.72,0.0
2018-08-01 23:30:00,2018-08-01 23:30:00,26.8,92.8,34.05,52.93,33.68,0.0
2018-08-01 23:40:00,2018-08-01 23:40:00,26.4,93.4,34.02,53.85,33.72,0.0
2018-08-01 23:50:00,2018-08-01 23:50:00,26.6,93.4,33.96,54.06,33.76,0.0
2018-08-02 00:00:00,2018-08-02 00:00:00,26.7,93.1,33.84,54.43,33.6,0.0
2018-08-02 00:10:00,2018-08-02 00:10:00,26.5,93.4,33.81,54.79,33.6,0.0
2018-08-02 00:20:00,2018-08-02 00:20:00,26.3,93.4,33.75,54.98,33.64,0.0
2018-08-02 00:30:00,2018-08-02 00:30:00,26.4,93.3,33.63,55.19,33.57,0.0
2018-08-02 00:40:00,2018-08-02 00:40:00,26.2,93.0,33.5,55.22,33.49,0.0
2018-08-02 00:50:00,2018-08-02 00:50:00,26.0,93.4,33.41,55.95,33.49,0.0
2018-08-02 01:00:00,2018-08-02 01:00:00,26.1,93.4,33.35,55.71,33.57,0.0
2018-08-02 01:10:00,2018-08-02 01:10:00,26.0,93.4,33.32,55.8,33.41,0.0
2018-08-02 01:20:00,2018-08-02 01:20:00,26.4,91.7,33.26,56.11,33.49,0.0
2018-08-02 01:30:00,2018-08-02 01:30:00,26.5,91.4,33.23,55.59,33.41,0.0
2018-08-02 01:40:00,2018-08-02 01:40:00,26.0,92.1,33.2,55.31,33.45,0.0
2018-08-02 01:50:00,2018-08-02 01:50:00,26.1,92.3,33.17,55.07,33.41,0.0
2018-08-02 02:00:00,2018-08-02 02:00:00,26.2,91.6,33.14,55.04,33.45,0.0
2018-08-02 02:10:00,2018-08-02 02:10:00,25.9,92.1,33.11,55.46,33.49,0.0
2018-08-02 02:20:00,2018-08-02 02:20:00,25.9,93.2,33.08,55.46,33.49,0.0
2018-08-02 02:30:00,2018-08-02 02:30:00,25.8,93.4,33.05,55.53,33.37,0.0
2018-08-02 02:40:00,2018-08-02 02:40:00,26.0,92.5,33.05,55.4,33.41,0.0
2018-08-02 02:50:00,2018-08-02 02:50:00,25.9,92.0,33.05,55.92,33.37,0.0
2018-08-02 03:00:00,2018-08-02 03:00:00,26.2,91.7,32.99,57.36,33.37,0.0
2018-08-02 03:10:00,2018-08-02 03:10:00,26.3,91.1,32.89,58.46,33.34,0.0
2018-08-02 03:20:00,2018-08-02 03:20:00,26.4,91.2,32.86,58.58,33.3,0.0
2018-08-02 03:30:00,2018-08-02 03:30:00,26.4,91.2,32.77,58.36,33.45,0.0
2018-08-02 03:40:00,2018-08-02 03:40:00,26.2,90.7,32.74,58.06,33.15,0.0
2018-08-02 03:50:00,2018-08-02 03:50:00,26.3,91.4,32.71,57.78,33.07,0.0
2018-08-02 04:00:00,2018-08-02 04:00:00,26.4,91.1,32.68,57.72,33.03,0.0
2018-08-02 04:10:00,2018-08-02 04:10:00,26.2,92.0,32.62,57.75,33.15,0.0
2018-08-02 04:20:00,2018-08-02 04:20:00,25.9,93.4,32.65,57.97,33.26,0.0
2018-08-02 04:30:00,2018-08-02 04:30:00,25.7,93.4,32.56,58.58,33.03,0.0
2018-08-02 04:40:00,2018-08-02 04:40:00,25.9,93.4,32.59,58.79,33.07,0.0
2018-08-02 04:50:00,2018-08-02 04:50:00,25.8,93.4,32.56,58.52,33.07,0.0
2018-08-02 05:00:00,2018-08-02 05:00:00,25.8,93.4,32.53,58.36,32.99,0.0
2018-08-02 05:10:00,2018-08-02 05:10:00,26.0,93.4,32.53,58.12,33.07,0.0
2018-08-02 05:20:00,2018-08-02 05:20:00,26.0,93.4,32.5,58.12,33.18,0.0
2018-08-02 05:30:00,2018-08-02 05:30:00,26.0,93.4,32.47,58.18,33.11,0.0
2018-08-02 05:40:00,2018-08-02 05:40:00,26.2,93.3,32.41,58.58,33.03,0.0
2018-08-02 05:50:00,2018-08-02 05:50:00,26.7,89.9,32.34,59.31,32.99,0.0
2018-08-02 06:00:00,2018-08-02 06:00:00,26.7,90.0,32.34,59.74,33.03,0.0
2018-08-02 06:10:00,2018-08-02 06:10:00,27.2,87.5,32.34,59.95,32.95,0.0
2018-08-02 06:20:00,2018-08-02 06:20:00,27.7,85.4,32.31,60.32,32.92,0.0
2018-08-02 06:30:00,2018-08-02 06:30:00,28.0,84.2,32.34,59.83,33.03,0.0
2018-08-02 06:40:00,2018-08-02 06:40:00,28.3,83.0,32.37,59.83,33.03,0.0
2018-08-02 06:50:00,2018-08-02 06:50:00,28.3,83.7,32.31,59.71,32.88,0.0
2018-08-02 07:00:00,2018-08-02 07:00:00,28.7,82.4,32.28,60.23,32.95,0.0
2018-08-02 07:10:00,2018-08-02 07:10:00,29.0,81.9,32.19,60.56,33.07,0.0
2018-08-02 07:20:00,2018-08-02 07:20:00,29.4,79.9,32.25,60.93,32.92,0.0
2018-08-02 07:30:00,2018-08-02 07:30:00,29.7,79.2,32.34,61.11,32.84,0.0
2018-08-02 07:40:00,2018-08-02 07:40:00,29.5,80.3,32.37,61.26,32.84,0.0
2018-08-02 07:50:00,2018-08-02 07:50:00,29.8,80.5,32.44,61.69,32.88,0.0
2018-08-02 08:00:00,2018-08-02 08:00:00,29.9,81.4,32.53,61.94,32.84,0.0
2018-08-02 08:10:00,2018-08-02 08:10:00,30.8,77.5,32.62,61.72,32.84,0.0
2018-08-02 08:20:00,2018-08-02 08:20:00,31.3,73.8,32.71,61.11,32.92,0.0
2018-08-02 08:30:00,2018-08-02 08:30:00,31.5,75.2,32.77,60.59,32.99,0.0
2018-08-02 08:40:00,2018-08-02 08:40:00,31.6,73.0,32.86,60.26,32.99,0.0
2018-08-02 08:50:00,2018-08-02 08:50:00,31.9,72.2,32.92,59.34,33.18,0.0
2018-08-02 09:00:00,2018-08-02 09:00:00,31.9,75.6,33.08,59.19,33.15,0.0
2018-08-02 09:10:00,2018-08-02 09:10:00,32.3,69.3,33.17,58.82,33.11,0.0
2018-08-02 09:20:00,2018-08-02 09:20:00,32.5,68.9,33.29,58.46,33.07,0.0
2018-08-02 09:30:00,2018-08-02 09:30:00,32.9,67.6,33.35,58.27,33.15,0.0
2018-08-02 09:40:00,2018-08-02 09:40:00,33.0,66.5,33.44,57.66,33.11,0.0
2018-08-02 09:50:00,2018-08-02 09:50:00,32.7,66.5,33.5,57.23,33.11,0.0
2018-08-02 10:00:00,2018-08-02 10:00:00,33.0,68.4,33.6,56.56,33.18,0.0
2018-08-02 10:10:00,2018-08-02 10:10:00,33.1,69.2,33.75,55.74,33.26,0.0
2018-08-02 10:20:00,2018-08-02 10:20:00,33.3,69.2,33.9,55.31,33.15,0.0
2018-08-02 10:30:00,2018-08-02 10:30:00,32.9,70.4,34.02,55.71,33.45,0.0
2018-08-02 10:40:00,2018-08-02 10:40:00,33.7,70.9,34.05,55.37,33.26,0.0
2018-08-02 10:50:00,2018-08-02 10:50:00,33.4,68.1,34.21,54.64,33.22,0.0
